Track Name,Artist Names,Album Name,Album Artist Names,Album Release Date,Disc Number,Track Number,Track Duration ms,Explicit,Popularity,ISRC,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights
Breakeven,The Script,Breakeven,The Script,12/4/08,1,1,262653,FALSE,0,GBARL0800147,"celtic rock,pop",0.63,0.696,10,-4.505,1,0.0243,0.157,0,0.0843,0.432,94.006,4,,Phonogenic,P (P) 2008 Sony Music Entertainment UK
I Hate This Part,The Pussycat Dolls,Doll Domination,The Pussycat Dolls,1/1/08,1,4,218386,FALSE,0,USUM70832599,"dance pop,girl group,pop",0.756,0.619,5,-4.37,1,0.0313,0.0825,0,0.262,0.521,111.573,4,,Pussycat Dolls LP2 / Timbaland,"C © 2008 Pussycat Dolls, LLC, P ℗ 2008 Pussycat Dolls, LLC"
Like I'm Gonna Lose You,Jasmine Thompson,Like I'm Gonna Lose You,Jasmine Thompson,10/9/15,1,1,232338,FALSE,69,USAT21502787,viral pop,0.398,0.174,0,-11.16,1,0.0364,0.958,0.00000416,0.158,0.153,172.152,3,,Atlantic Records,"C © 2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company, P ℗ 2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company"
You're Only Human (Second Wind),Billy Joel,Greatest Hits Volume I & Volume II,Billy Joel,1985,2,13,288440,FALSE,0,USSM18500169,"album rock,classic rock,heartland rock,mellow gold,piano rock,rock,singer-songwriter,soft rock",0.759,0.795,3,-8.713,1,0.062,0.0356,0.0000112,0.0678,0.877,130.803,4,,Columbia,"P This compilation (P) 1985 Columbia Records, a division of Sony Music Entertainment"
Without Me,Eminem,Curtain Call (Deluxe),Eminem,12/6/05,1,9,291213,TRUE,0,USIR10211038,"detroit hip hop,hip hop,rap",0.919,0.657,7,-2.823,1,0.0907,0.00293,0,0.356,0.659,112.23,4,,Universal Music Group,"C © 2005 Aftermath Entertainment/Interscope Records, P ℗ 2005 Aftermath Entertainment/Interscope Records"
Save Tonight,Eagle-Eye Cherry,Desireless,Eagle-Eye Cherry,1/1/97,1,1,242733,FALSE,0,GBAKW9800044,pop rock,0.545,0.699,0,-8.76,1,0.0338,0.0000944,0.0000579,0.12,0.6,119.589,4,,Polydor,"C © 1998 Polydor Ltd. (UK), P ℗ 1998 Superstudio/Diesel Music AB"
I've Got To Go Now,Toni Childs,The Best Of Toni Childs,Toni Childs,1996,1,3,386906,FALSE,0,USAM19100971,,0.646,0.504,7,-12.572,1,0.0264,0.15,0.000108,0.193,0.396,101.95,4,,A&M Records Inc.,"C (C) 1996 A&M Records Inc., P (P) 1996 A&M Records Inc."
Kiss Somebody,Morgan Evans,Kiss Somebody,Morgan Evans,7/21/17,1,1,212445,FALSE,52,USWB11701213,"australian country,contemporary country,country road,modern country rock",0.492,0.681,6,-7.038,1,0.075,0.143,0,0.199,0.511,178.01,4,,Warner Records,"C © 2017 Warner Music Nashville LLC, P ℗ 2017 Warner Music Nashville LLC"
Funky Cold Medina,Tone-Loc,Loc-ed After Dark (Expanded Edition),Tone-Loc,1/1/89,1,6,248160,FALSE,45,US3DF1209589,"hip hop,miami bass",0.984,0.781,5,-9.622,0,0.0911,0.0834,0.00000154,0.0645,0.924,117.476,4,,The Bicycle Music Company,"C © 1989 The Bicycle Music Company, P ℗ 1989 The Bicycle Music Company"
Dance With Me,112,Part III,112,2001,1,2,231800,FALSE,67,USBB40581356,"atl hip hop,boy band,contemporary r&b,r&b,urban contemporary",0.912,0.511,9,-6.365,1,0.203,0.0259,0,0.0442,0.611,101.628,4,,Rhino Atlantic,"C © 2001 Bad Boy Records, P ℗ 2001 Bad Boy Records. Marketed by Rhino Entertainment Company, a Warner Music Group Company."
Would I Lie To You?,Charles & Eddie,Playlist: 90s Pop,Various Artists,4/28/08,1,10,204386,FALSE,0,USCA29200183,neo soul,0.737,0.647,11,-7.076,0,0.0368,0.389,0,0.201,0.71,101.098,4,,Parlophone UK,"C © 2008 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2008 Parlophone Records Ltd, a Warner Music Group Company"
Kids,OneRepublic,Oh My My,OneRepublic,12/2/16,1,4,238386,FALSE,0,USUM71606688,"piano rock,pop",0.591,0.731,2,-6.208,1,0.0428,0.0154,0,0.333,0.205,100.021,4,,Universal Music Group,"C © 2016 Mosley Music/Interscope Records, P ℗ 2016 Mosley Music/Interscope Records"
Girls Talk,Dave Edmunds,The Best of Dave Edmunds,Dave Edmunds,8/30/05,1,2,206453,FALSE,0,USAT20104574,"british blues,power pop,pub rock,rockabilly",0.56,0.845,1,-7.097,1,0.0344,0.0529,0.000897,0.0479,0.884,129.115,4,,Rhino Atlantic,"C 2005 Warner Strategic Marketing, P 2005 Warner Strategic Marketing"
Say,John Mayer,Say,John Mayer,10/13/06,1,1,230213,FALSE,66,USSM10704655,"neo mellow,singer-songwriter",0.485,0.723,10,-6.565,1,0.0317,0.541,0.00000112,0.075,0.541,167.845,4,,Columbia,P (P) 2007 Aware Records LLC
Ready to Fly,Amy Pearson,Who I Am,Amy Pearson,11/20/07,1,5,271760,FALSE,16,AUBM00700448,,0.392,0.483,2,-5.847,1,0.03,0.386,0.00000118,0.0838,0.231,71.117,4,,Columbia,P (P) 2007 SONY BMG MUSIC ENTERTAINMENT (AUSTRALIA) PTY LIMITED
Te Amo,Rihanna,Rated R,Rihanna,11/20/09,1,11,208426,FALSE,36,USUM70912379,"barbadian pop,pop,urban contemporary",0.567,0.707,8,-5.455,0,0.0819,0.542,0.000177,0.1,0.751,171.919,4,,Def Jam Recordings,"C © 2009 The Island Def Jam Music Group, P ℗ 2009 The Island Def Jam Music Group"
Shiver,Natalie Imbruglia,Counting Down The Days,Natalie Imbruglia,4/4/05,1,2,222653,FALSE,55,GBHKB0500012,"dance pop,europop,lilith,new wave pop,pop rock",0.489,0.798,1,-4.49,1,0.0316,0.00115,0.00000281,0.149,0.309,94.163,4,,Brightside Recordings,P (P) 2005 Brightside Recordings a division of Blue Sky music Ltd under exclusive license to SONY BMG MUSIC ENTERTAINMENT (UK) Limited.
Mustang Sally,"The Commitments, Andrew Strong",The Commitments,The Commitments,1/1/91,1,1,241866,FALSE,62,USMC19135887,,0.744,0.735,1,-10.766,1,0.0587,0.011,0,0.0564,0.891,115.062,4,,Geffen*,"C © 1991 Geffen Records, P ℗ 1991 Geffen Records"
Man! I Feel Like A Woman!,Shania Twain,Come On Over,Shania Twain,1997,1,10,233000,FALSE,0,USMR19887508,"canadian country,canadian pop,contemporary country,country,country dawn",0.675,0.888,10,-3.018,1,0.0439,0.642,0,0.36,0.74,124.961,4,,Universal Music Group,"C © 2009 Mercury Records, P ℗ 2009 Mercury Records"
Change the World - 2015 Remaster,Eric Clapton,Forever Man,Eric Clapton,4/28/15,1,11,234813,FALSE,4,USRE11500100,"album rock,blues rock,classic rock,electric blues,mellow gold,rock,singer-songwriter,soft rock",0.719,0.556,9,-8.77,1,0.0248,0.477,0.00511,0.0935,0.511,96.9,4,,Reprise,"C © This Compilation C2015 Reprise Records, P ℗ This Compilation P2015 Reprise Records"
Looking Through Patient Eyes,P.M. Dawn,Recollection,P.M. Dawn,12/7/18,1,4,249666,FALSE,37,USGS20000074,contemporary r&b,0.786,0.372,8,-17.765,1,0.0536,0.19,0.0000059,0.129,0.685,102.237,4,,Intersound,"C 2018 Entertainment One US LP, P 2018 Entertainment One US LP"
I Like It Like That,Chris Kenner,Full Metal Jacket (Original Motion Picture Soundtrack),Various Artists,8/4/87,1,5,117600,FALSE,35,USWB10102871,"louisiana blues,new orleans blues,new orleans soul",0.59,0.568,5,-11.295,1,0.0805,0.832,0,0.272,0.777,144.572,4,,Warner Records,"C © 1987 Warner Records Inc., P ℗ 1987 Warner Records Inc."
Remedy,The Black Crowes,Croweology,The Black Crowes,8/3/10,1,3,333280,FALSE,35,USME31000525,"album rock,blues rock,classic rock,hard rock,heartland rock,jam band,rock,southern rock",0.463,0.834,8,-10.94,1,0.0471,0.00366,0.00815,0.304,0.768,163.408,4,,Silver Arrow Records,C (C) 2010 Silver Arrow Records
Drink Too Much,G Flip,Drink Too Much,G Flip,1/18/19,1,1,220627,FALSE,0,AUFF01900007,"australian alternative pop,australian pop",0.704,0.683,8,-4.536,0,0.0412,0.0681,0,0.166,0.71,93.959,4,,G Flip,"C 2019 G Flip, P 2019 G Flip"
In My Pocket,Mandy Moore,The Best of Mandy Moore,Mandy Moore,11/16/04,1,5,219093,FALSE,28,USSM10103339,"dance pop,neo mellow,post-teen pop",0.687,0.953,5,-2.826,0,0.0873,0.0116,0.00244,0.193,0.838,109.039,4,,Epic,"P (P) 1999, 2000, 2001, 2002, 2003 SONY BMG MUSIC ENTERTAINMENT"
Just When I Needed You Most,Randy VanWarmer,Warmer,Randy VanWarmer,1979,1,2,241746,FALSE,65,USRH10722181,,0.583,0.313,9,-14.36,1,0.0256,0.615,0,0.121,0.346,96.717,4,,Rhino,"C © 1979 Bearsville, P ℗ 1979 Bearsville Records. Marketed by Rhino Entertainment Company, a Warner Music Group Company."
"How Come, How Long (feat. Stevie Wonder)","Babyface, Stevie Wonder",The Day,Babyface,10/29/96,1,9,315093,FALSE,51,USSM19602994,"contemporary r&b,r&b,urban contemporary,motown,soul",0.636,0.555,4,-8.121,0,0.0264,0.0141,0.000003,0.0966,0.289,80.912,4,,Epic,"P (P) 1996, 1997, 2001 Sony Music Entertainment"
Islands In The Stream,"Kenny Rogers, Dolly Parton",A Love Song Collection,Kenny Rogers,1/1/08,1,13,249880,FALSE,0,USRC18307961,"classic country pop,country,nashville sound,classic country pop,country,country dawn",0.589,0.641,8,-5.533,1,0.0313,0.427,0,0.0558,0.795,204.003,4,,Capitol Nashville,"C © 2008 Capitol Records Nashville, P This Compilation ℗ 2008 Capitol Records Nashville"
Where Have You Been,Rihanna,Talk That Talk,Rihanna,11/18/11,1,2,242680,FALSE,78,USUM71118074,"barbadian pop,pop,urban contemporary",0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.221,0.444,127.963,4,,Def Jam Recordings,"C © 2011 The Island Def Jam Music Group, P ℗ 2011 The Island Def Jam Music Group"
Faded,Alan Walker,Faded,Alan Walker,12/4/15,1,1,212626,FALSE,75,NOG841549010,electro house,0.589,0.651,6,-5.097,1,0.0306,0.0291,0.0000032,0.111,0.166,90.011,4,,MER Recordings,P (P) 2015 MER under exclusive license to Sony Music Entertainment Sweden AB
Skin,Rag'n'Bone Man,Human (Deluxe),Rag'n'Bone Man,2/10/17,1,3,239626,FALSE,71,GBARL1601147,neo soul,0.564,0.745,0,-7.733,1,0.31,0.265,0,0.147,0.351,170.661,4,,Best Laid Plans/Columbia,P Tracks 1 & 19 (P) 2016 Sony Music Entertainment UK Limited; All other tracks (P) 2017 Sony Music Entertainment UK Limited
Whatta Man,"Salt-N-Pepa, En Vogue",Very Necessary,Salt-N-Pepa,10/12/93,1,4,308360,FALSE,0,USIR20300399,"girl group,golden age hip hop,hip hop,hip pop,old school hip hop,queens hip hop,contemporary r&b,girl group,hip pop,new jack swing,r&b,urban contemporary",0.753,0.545,2,-10.685,0,0.21,0.162,0.000047,0.241,0.917,173.227,4,,Universal Music Group,"C © 1993 The Island Def Jam Music Group, P ℗ 1993 The Island Def Jam Music Group"
Stone,Cyrus Villanueva,Cyrus,Cyrus Villanueva,12/8/15,1,1,212155,FALSE,24,AUBM01500490,australian talent show,0.61,0.659,7,-3.972,1,0.0295,0.0242,0,0.0664,0.345,97.001,4,,Sony Music Entertainment,P (P) 2015 Sony Music Entertainment Australia Pty Ltd.
Radar Love,Golden Earring,The Long Versions - Part One,Golden Earring,10/22/08,1,1,386706,FALSE,62,NLC287300054,"album rock,dutch prog,dutch rock,nederpop",0.504,0.719,1,-9.155,0,0.0431,0.00878,0.00149,0.075,0.177,102.144,4,,Red Bullet,"C 2008 Red Bullet, P 2008 Red Bullet"
Love Don't Cost a Thing,Jennifer Lopez,J.Lo,Jennifer Lopez,1/23/01,1,1,221226,FALSE,71,USSM10017308,"dance pop,pop,urban contemporary",0.786,0.842,4,-5.115,0,0.0707,0.00305,0.00000354,0.473,0.685,97.577,4,,Epic,"P (P) 2001 Epic Records, a division of Sony Music Entertainment"
Don't Stop Believin',Journey,Escape (Bonus Track Version),Journey,1981,1,1,250986,FALSE,87,USSM18100116,"album rock,classic rock,hard rock,heartland rock,mellow gold,rock,soft rock",0.5,0.748,4,-9.072,1,0.0363,0.127,0,0.447,0.514,118.852,4,,Columbia,P (P) 1981 Sony Music Entertainment
Always,"Waze & Odyssey, George Michael, Mary J. Blige, Tommy Theo",Always,"Waze & Odyssey, George Michael, Mary J. Blige",2/28/20,1,1,186300,FALSE,54,GBCEN1900103,"house,uk house,new wave pop,dance pop,neo soul,r&b,urban contemporary",0.7,0.914,8,-6.43,0,0.106,0.0109,0.00296,0.0849,0.913,125.07,4,,Ministry of Sound Recordings,P (P) 2019 Under exclusive license to Ministry of Sound Recordings Limited
Get Out,Casey Abrams,Casey Abrams,Casey Abrams,1/1/12,1,3,211920,FALSE,40,USC4R1200961,idol,0.689,0.832,6,-3.859,1,0.0355,0.0919,0,0.0551,0.857,97.023,4,,Concord Records,"C © 2012 Concord Music Group, Inc., P ℗ 2012 Concord Music Group, Inc."
Ooh Aah (Just A Little Bit) - Remastered,Gina G,"Amazing Beach Party, Vol. 1",Various Artists,2007,1,1,200399,FALSE,44,NLR880700038,"bubblegum dance,eurodance,europop,hip house",0.611,0.918,1,-7.6,1,0.0334,0.28,0.0153,0.0471,0.883,131.023,4,,ToCo,"C (C) 2010 ToCo International / ToCo Europe, P (P) 2007 Stuntgirl Music"
High On Me,Guy Sebastian,High On Me,Guy Sebastian,9/1/17,1,1,197988,FALSE,20,AUBM01700656,"australian pop,australian talent show",0.77,0.7,7,-3.211,1,0.065,0.0149,0,0.0577,0.707,110.062,4,,Sony Music Entertainment,P (P) 2017 Sony Music Entertainment Australia Pty Ltd
Can't Help Falling in Love,Elvis Presley,Blue Hawaii,Elvis Presley,10/20/61,1,5,182360,FALSE,82,USRC16101350,"rock-and-roll,rockabilly",0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,3,,RCA/Legacy,P (P) 1961 Sony Music Entertainment
All Stars,"Martin Solveig, ALMA",All Stars,Martin Solveig,6/16/17,1,1,170322,FALSE,0,UK98Q1700100,"disco house,edm,electro house,filter house,house,pop dance,vocal house",0.775,0.722,1,-3.502,1,0.0463,0.151,0.000724,0.058,0.649,124.037,4,,Universal Music Group,"C © 2017 KOPG Ltd, under exclusive licence to Virgin EMI Records, a division of Universal Music Operations Ltd, P ℗ 2017 KOPG Ltd, under exclusive licence to Virgin EMI Records, a division of Universal Music Operations Ltd"
Calm Down,Killing Heidi,Killing Heidi,Killing Heidi,8/30/04,1,6,222040,FALSE,27,AUSM00400093,"australian alternative rock,australian rock",0.464,0.966,2,-2.129,1,0.0613,0.0109,0.00000123,0.287,0.417,143.91,4,,Universal Music Australia Pty. Ltd.,"C © 2004 Wah Wah Music Pty Ltd, under Licence to Universal Music Australia., P ℗ 2004 Wah Wah Music Pty Ltd, under Licence to Universal Music Australia."
1 Thing,Amerie,Touch,Amerie,2005,1,1,238760,FALSE,67,USSM10500100,"contemporary r&b,hip pop,neo soul,r&b,urban contemporary",0.612,0.961,10,-3.078,0,0.333,0.107,0.0000417,0.0413,0.867,129.873,5,,Richcraft/Sony Urban Music/Columbia,"P (P) 2002, 2005 SONY BMG MUSIC ENTERTAINMENT"
Little Bad Girl (feat. Taio Cruz & Ludacris),"David Guetta, Ludacris, Taio Cruz",Nothing but the Beat (Ultimate Edition),David Guetta,12/7/12,1,11,192275,TRUE,62,GB28K1100020,"big room,dance pop,edm,pop,pop dance,atl hip hop,dance pop,dirty south rap,hip hop,old school atlanta hip hop,pop rap,rap,southern hip hop,trap,dance pop,pop,pop rap",0.668,0.829,11,-2.748,0,0.0334,0.00572,0,0.358,0.648,127,4,,Parlophone (France),"C © 2012 What A Music Ltd., licence exclusive Parlophone Music France, P ℗ 2012 What A Music Ltd., licence exclusive Parlophone Music France"
Signs,"Snoop Dogg, Charlie Wilson, Justin Timberlake",Signs,Snoop Dogg,1/1/04,1,1,236813,TRUE,55,USMC10400893,"g funk,gangster rap,hip hop,pop rap,rap,west coast rap,contemporary r&b,r&b,urban contemporary,dance pop,pop",0.94,0.713,7,-5.308,1,0.127,0.0319,0.00076,0.325,0.666,112.955,4,,Geffen,"C © 2004 Geffen Records, P ℗ 2004 Geffen Records"
Three Times A Lady,Commodores,Natural High,Commodores,1/1/78,1,4,398506,FALSE,61,USMO17800286,"adult standards,disco,funk,mellow gold,motown,quiet storm,soft rock,soul",0.487,0.094,8,-19.555,1,0.0274,0.834,0.000224,0.172,0.0788,74.857,3,,Motown,"C © 1978 Motown Records, a Division of UMG Recordings, Inc., P ℗ 1978 Motown Records, a Division of UMG Recordings, Inc."
Moonlight Shadow - Original Mix,Groove Coverage,Moonlight Shadow,Groove Coverage,2006,1,9,174773,FALSE,57,DEF910200049,"eurodance,german techno,hands up",0.566,0.796,11,-6.252,0,0.0776,0.395,0.0000228,0.0701,0.307,140.491,4,,Suprime Music,"C 2006 Suprime Music GmbH & Co.KG, P 2006 Suprime Music GmbH & Co.KG"
Mo Money Mo Problems,"The Notorious B.I.G., Mase, Diddy",RnB Fridays,Various Artists,10/30/15,1,23,253000,FALSE,0,USBV20580001,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap,contemporary r&b,gangster rap,hardcore hip hop,harlem hip hop,hip hop,hip pop,r&b,southern hip hop,urban contemporary,dance pop,east coast hip hop,hip hop,hip pop,pop rap,rap",0.778,0.808,6,-8.27,0,0.085,0.0353,0,0.276,0.853,104.496,4,,Universal Music Australia Pty. Ltd.,"C © 2015 Universal Music Australia Pty Ltd., P This Compilation ℗ 2015 Universal Music Australia Pty Ltd."
Humpin' Around - Radio Edit,Bobby Brown,'90s Soul Number 1's,Various Artists,1/1/07,1,8,322000,FALSE,24,USMC19238734,"contemporary r&b,new jack swing,r&b,urban contemporary",0.746,0.804,10,-7.167,0,0.0424,0.00618,0.02,0.0536,0.662,110.07,4,,Universal Music Group International,"C © 2007 Universal International Music B.V., P This Compilation ℗ 2007 Universal International Music B.V."
Bridge Over Troubled Water,Simon & Garfunkel,Bridge Over Troubled Water,Simon & Garfunkel,1/26/70,1,1,293120,FALSE,74,USSM16900808,"classic rock,folk,folk rock,melancholia,mellow gold,rock,soft rock",0.149,0.206,3,-13.888,1,0.0323,0.822,0.000649,0.115,0.264,79.764,4,,Columbia,"P (P) Originally released 1970. All rights reserved by Columbia Records, a division of Sony Music Entertainment"
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,8 Mile (Music From And Inspired By The Motion Picture),Various Artists,10/29/02,1,1,321960,FALSE,47,USIR10211570,"detroit hip hop,hip hop,rap",0.7,0.738,2,-4.697,1,0.265,0.00491,0.000011,0.35,0.0588,171.404,4,,Shady Records,"C © 2002 Universal Studios, Inc., P This Compilation ℗ 2002 Shady Records/Interscope Records"
New York Mining Disaster 1941,Bee Gees,Bee Gees' 1st,Bee Gees,7/14/67,1,8,132360,FALSE,52,GBAKW6700061,"disco,mellow gold,soft rock",0.446,0.237,9,-13.42,0,0.0761,0.581,0,0.0889,0.475,89.145,4,,Bee Gees Catalog,"C © 1967 Barry Gibb, The Estate of Robin Gibb and Yvonne Gibb, Under exclusive license to Capitol Music Group, P ℗ 1967 Barry Gibb, The Estate of Robin Gibb and Yvonne Gibb, Under exclusive license to Capitol Music Group"
On the Road Again,Willie Nelson,Willie Nelson The Collection,Willie Nelson,1/1/88,1,1,154360,FALSE,66,USSM17900054,"classic country pop,classic texas country,country,country rock,nashville sound,outlaw country,singer-songwriter",0.714,0.658,4,-11.342,1,0.0375,0.654,0.0914,0.778,0.85,110.97,4,,Columbia/Legacy,P (P) 2004 Sony Music Entertainment (UK) Ltd.
Picture Frames,Georgia Fair,Georgia Fair,Georgia Fair,10/16/09,1,1,178853,FALSE,31,AUBM00900263,"australian indie,australian indie folk",0.614,0.704,6,-5.459,1,0.0287,0.489,0.000908,0.113,0.6,102.437,4,,Sony Music Entertainment,P (P) 2009 Sony Music Entertainment Australia Pty Ltd.
Can't Feel My Face,The Weeknd,Beauty Behind The Madness,The Weeknd,8/28/15,1,7,213520,FALSE,1,USUG11500741,"canadian contemporary r&b,canadian pop,pop",0.702,0.77,9,-5.416,0,0.0482,0.124,0,0.103,0.593,107.951,4,,Universal Music Group,"C © 2015 The Weeknd XO, Inc., Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc., P ℗ 2015 The Weeknd XO, Inc., Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc."
The Itch,Vitamin C,More,Vitamin C,1/30/01,1,1,208733,FALSE,20,USEE10001499,,0.694,0.947,11,-3.91,0,0.0546,0.00621,0.0395,0.133,0.518,105.019,4,,Elektra Records,"C © 2000 Elektra Entertainment Group Inc., for the United States and WEA International, Inc. for the world outside of the United States., P ℗ 2000 Elektra Entertainment Group Inc., for the United States and WEA International, Inc. for the world outside of the United States."
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",Grateful,DJ Khaled,6/22/17,1,4,288600,TRUE,74,USSM11703300,"hip hop,miami hip hop,pop rap,rap,canadian pop,pop,atl hip hop,melodic rap,rap,trap,chicago rap,conscious hip hop,hip hop,pop rap,rap,hip hop,new orleans rap,pop rap,rap,trap",0.609,0.668,7,-4.284,1,0.0367,0.0552,0,0.167,0.811,80.924,4,,Epic/We The Best,"P (P) 2017 Epic Records, a division of Sony Music Entertainment"
Love Songs Ain't for Us (feat. Keith Urban),"Amy Shark, Keith Urban",Love Songs Ain't for Us,Amy Shark,2/18/21,1,1,220866,FALSE,52,AUBM02000723,"australian pop,australian country,australian pop,contemporary country,country,country road",0.396,0.351,4,-7.787,1,0.0655,0.591,0,0.158,0.245,182.457,3,,Wonderlick,P (P) 2021 Amy Shark under exclusive license to the Wonderlick Recording Company/Sony Music Entertainment Australia Pty Ltd.
Highway to Hell,Back In Black,Back in Black,Back In Black,6/14/12,1,2,207797,FALSE,40,AUUS00606437,britcore,0.463,0.874,4,-1.72,0,0.0923,0.00745,0.00000265,0.076,0.603,115.706,4,,Rachelle Productions,C 2012 Rachelle Productions
